stimulus_id,transcript,title,description,upload_date,duration
CaSVfw0RV4w,"All aboard! Three, two, one, flip! It's the Remote Control Turbo Flip Thomas! For the first time, make Thomas do a backflip! Amaze everyone! Racing forward! Cool track life! Or backwards! Getting a little dizzy here! Plus, for the first time ever, take Thomas on his back two wheels! Let Thomas loose! I have no idea where I'm going! And watch him go! Remote Control Turbo Flip Thomas!",Smyths Toys - Thomas & Friends Turbo Flip Thomas,"With a sleek design, remote control, light-up track projector, and amazing new jaw-dropping backflips and wheelies, Turbo Flip Thomas The Tank from Fisher-Price delivers fun-filled stunts like you’ve never seen before! Be a part of this amazing Thomas and Friends experience by controlling Thomas and all his cool tricks. Even though Sir Topham Hatt hasn’t seen these daring moves yet, Thomas is ready to share them with a very special friend like you!

http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/thomas-the-tank-engine/c-464/thomas-preschool/p-15155/thomas-friends-turbo-flip-thomas/",20150820.0,32.0
CYSIwTxVvZg,"Meet Lucy, the cute and clever puppy. Ask her to perform different tricks. She's a great dancer, ballet, and loves to sing. Lucy, greet the audience. Give me a kiss.",Club Petz Lucy the Puppy Sing and Dance- Smyths Toys,"Lucy, the most obedient puppy, is back with more actions than ever! She now SINGS and DANCES in response to 20 voice commands! Lucy will do everything you tell her to do when you call her name. She dances in different styles, such as Rock ‘n’ roll, salsa and ballet. For extra fun download the new app. Now you can control Lucy through the app and download more dances.

Purchase product at Smyths Toys: https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/soft-toys/club-petz-lucy-the-puppy-sing-and-dance/p/161138",20180612.0,24.0
P0S1QppOjso,"Welcome to the first episode of the series. This is the first episode of the series. I will show you how to get the first item. First, I will show you how to get the first item. First, I will show you how to get the first item. Thank you. Thanks for watching!",Smyths Toys -  Transformers Construct Bots,,20140516.0,44.0
QpHETe4vRek,"The Poodle Family is on holiday in the all-new Rainbow Road Camper! You can transform your camper into a playset to discover 17 surprises inside! Next up, an ice skating penguin playdate! And then, a family picnic! There are nine new families you can collect. You can hatch your family Rainbowcation with all new Hatchimals Rainbow Road Camper.",Hatchimals CollEGGtibles Transforming Rainbow-cation Camper - Smyths Toys,"Holiday in style with the Sparkling Poodles Family and the Hatchimals CollEGGtibles Rainbow-cation Camper! 

Buy online at https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/hatchimals/hatchimals-toys/hatchimals-colleggtibles-transforming-rainbow-cation-camper/p/208570

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20220906.0,35.0
8Bj_G23O2P4,"Animal Jam collectible pets! Find a birdie or a hamster, a pony or a fox, with over 96 to adopt! You can adopt them all and unlock exclusive content! Look out for new Animal Jam toys, available in-store and online at Smith's Toy Superstore! Sets each sold separately from Jazwares.",Animal Jam - Unlock Exclusive Online Gifts - Smyths Toys,"Animal Jam ! Shop for an excellent range. Watch out for great offers at Smyths Toys UK

Get them now at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-504/animal-jam/

Animal Jam Princess Castle Den
Fancy Fox love to host parties. Decorate your castle to impress your friends. Mix & Match accessories for a Jam-tastic look! This castle includes 1 scratch off code that unlocks exclusive content in the hit online game Animal Jam.

Collect us all and Play Wild! at animaljam.com

Animal Jam is created in association with National Geographic and is free to play.

http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-504/animal-jam/p-18508/animal-jam-princess-castle-den/

Animal Jam Small House Den

The Winged Deer love to host parties. Decorate your den to impress your friends. Mix & Match accessories for a Jam-tastic look!

Each Den includes 1 scratch off code that unlocks exclusive content in the hit online game Animal Jam.

http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-504/animal-jam/p-18507/animal-jam-small-house-den/

Animal Jam Plush - Assortment

These Fluffy Friends love to rock their favorite accessory! Each Fluffy Friend includes 1 code, inside the hangtag, that unlocks secret content in the hit online game Animal Jam.

Collect us all and Play Wild! at animaljam.com

Animal Jam is created in association with National Geographic and is free to play. 

http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-504/animal-jam/p-18509/animal-jam-plush-assortment/

Animal Jam Adopt a Pet - Assortment

These Pawsome Pets need a home. Can you adopt them all? Mix & Match accessories for a Jam-tastic look! Each Adopt A Pet pack includes 1 scratch off code that unlocks xclusive content in the hit online game Animal Jam.

Adopt Us All and Play Wild! at animaljam.com

Animal Jam is created in association with National Geographic and is free to play.

http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-504/animal-jam/p-18505/animal-jam-adopt-a-pet-assortment/",20160622.0,24.0
scXNvDXQrdI,Today's adventure begins with Ben and Holly's magical garden play sets. Spin Holly around then push her on the swing. Clip the play sets together. Take a ride on the Gaston and Ben frog push alongs. Mr. Elves van is off to King Thistle's castle. Send Holly to the secret room. Stir the magic cauldron. There's a magic treasure chest too.,Smyths Toys - Ben & Holly's Little Kingdom,"Have magical adventures with Ben the Elf and Holly the Princess!
Get it at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-438/ben-holly-s-magical-kingdom/p-7238/ben-holly-thistle-castle-playset/",20140807.0,30.0
ZA9RJxwABOM,"Go on your own galactic adventure as everybody's favorite Wookiee, Chewbacca. The iconic styling of this mask lets you speak and roar as Chewbacca like never before. Kids can place the mask on their face, then move their chin to activate the realistic Wookiee sounds. The wider they open their mouth, the louder their roar gets. It's the Star Wars Chewbacca",Smyths Toys - Chewbacca Electronic Mask,"The now famous Chewbacca Electronic Mask is available to pre-order now at Smyths Toys Superstores! Roar like Chewbacca (or giggle if you like!) by simply opening your mouth and letting the mask do the work.

Strike fear into the heart of scum and villainy across the galaxy with the first-ever Chewbacca Electronic Mask. This cool electronic mask transforms you into everyone’s favourite wookiee. Move your mouth while wearing it to activate a variety of authentic wookiee growls and howls to scare off every Stormtrooper in sight! Open your mouth slightly for a light roar, then open it wider to make your wookiee roar even louder.",20160524.0,30.0
EtYhkuoYWuw,"Super Wings, oh-oh Starry jet, active, dizzy, tiny, I'm true Super Wings, let's go Going round the world, helping boys and girls Super Wings, Super Wings, Super Wings",Super Wings Transforming Supercharged Jett - Smyths Toys,"Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/super-wings/super-wings-transforming-supercharged-jett/p/186532

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211011.0,45.0
RhqRp7CVuP0,"Here comes the Unicorn! Magical and sweet! The Unicorn makes yummy rainbow treats! Just mix, chill, fill, now swirl it! Let's eat! You can also use food from home! The Unicorn Rainbow Swirl Maker!",Smyths Toys - Unicone Rainbow Swirl Maker,"The Unicone Rainbow Swirl Maker is the only unicorn-shaped chilled dessert maker! Kids will love mixing up the chilled dessert and creating the perfect rainbow swirl every time. It’s the only chilled treat maker delivering its tasty surprise through the magic of a unicorn! It’s a great gift, easy to make, and fun for the whole family. Use it to top cupcakes and cookies. Recipe cards provided so you can even use ingredients from home to make your own treat!",20170822.0,19.0
5AfIWBL76bc,"Introducing the Nerf N-Strike Mega Roto Fury Blaster from Hasbro. Experience the power of Mega with the highest capacity Mega Blaster ever. Load up to 10 Nerf Mega Whistler darts into the rotating drum, fire one dart at a time, or slam fire 10 in a row up to 90 feet away. away. The Nerf N-Strike Mega Roto Fury Blaster is for ages 8 and up and includes 10 Mega Whistler darts.",Smyths Toys -  Nerf N-Strike Mega Series RotoFury Blaster,"Nerf N-Strike Mega Series RotoFury Blaster can launch your darts up to 90 feet. Get this Nerf N-Strike Mega Series RotoFury Blaster and no one will be able to withstand your attack. You can fire up to 10 Mega Whistler Darts at your target with the rotating drum without reloading. The Whistler Darts will scream through the air as you dominate the battlefield with the rapid-firing Mega RotoFury blaster!

http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-395/nerf/p-14366/nerf-n-strike-mega-series-rotofury-blaster/",20151102.0,36.0
ufVDO6jDyPM,Thunderbirds are go! There's a comet heading straight for us! Prepare to launch! Thunderbird 3 is go! Deploying grasping arms! Head to the comet and prepare to land! Engage the drill! The comet is breaking up! Mission complete! Super-sized Thunderbird 3 with smoke technology!,Smyths Toys - Thunderbirds Supersize Thunderbird 3 Playset,"Thunderbirds Supersize Thunderbird 3 Playset is packed full of features including smoke, lights and action and rescue sounds. Take your missions into space with the Supersize Thunderbird 3 Playset! Place TB3 in launch mode and hear the countdown sequence play out as smoke begins to billow from the rocket allowing you to blast off into space. With flight sensors, TB3 knows when it’s in launch, flight or drill mode. TB3 also comes with extendable grasping’s arms and a moving space drill. Access TB3's cockpit and discover 2 mini figures.

Buy online at http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-892/thunderbirds/p-20877/thunderbirds-supersize-thunderbird-3-playset/

Browse our range at http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-892/thunderbirds/",20161021.0,24.0
1ZKlPJOfM0E,"Yo guys in today's video I'm joined by my mum my dad and my little brother and we've got the whole of Smith's toy Superstore to ourselves Whoa look at this guy I've got loads of these at home, but it's over 200 to connect. I'm ready to battle Uh oh. One, two, one, back we go, and boom! Oh, we both, yes, we both did it! Back we go, and boom! Yes, we both did it. Bakugan brawl. Yes, we both did it again. Guys, I'm the Bakugan champ.",Hide & Seek with Kailem @ Smyths Toys - Trailer,"Kailem recently played a game of Hide & Seek in one of our stores! While there he played with the brand new Bakugan Battle Planet toys. 

You can buy your own Bakugan toys here: https://www.smythstoys.com/toys/action-figures-and-playsets/bakugan/c/bakugan

The full version of the video can be found here: https://youtu.be/CCiIA0xiGsY

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #KailemHideAndSeek #Bakugan",20190604.0,36.0
1nPCe7nJzV0,"Discover a magical world full of love and light with Luma Loves, adorably cute pets that light up with a kiss. They are play friends by day and sleep pals by night. They show their love with sweet words and sounds. When it's time to go to bed, kiss them goodnight to turn on their Luma Light and you'll both sleep just right.",Lumiluvs - Smyths Toys,"Lumiluvs are amazing night lights that magically lights-up with a kiss. The perfect friend to send your little ones to sleep, each Lumiluv comes complete with sleepy noises and a 10 minute auto shut- off to ensure they light up again and again. Lumiluvs are great buddies for day and night, with multiple characters to collect, including a cute bunny, cat and bear designs.

Purchase product at Smyths Toys: https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/other-fashion-and-dolls/lumiluvs-assortment/p/167986",20180810.0,28.0
RUVuipEnykc,"Meet the spooktacular children of legendary monsters! Draculaura Frankie Stein Claudian Wolf Cleodon Isles and Laguna Blue In our hallways, everyone belongs Be yourself, be unique, be a monster Monster High, available now at Smiths.co.uk",Monster High Dolls Out Now at Smyths Toys,"The ghouls are back in spooktacular style! This latest collection of Monster High™ dolls with scary-chic fashions and accessories.

Pre-order the range here: https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/monster-high/c/SM06010429

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #MonsterHigh",20221231.0,34.0
HDIs4OWApqI,"Bookies! What's your story? With the amazing Bookies Studio. You can write, draw and decorate your pages. Bookies! Stamp to create and recreate your very own books. Make stories, diaries and more. Write, stamp, find. Bring your ideas to life with Bookies from John Adams.",Bookeez - Smyths Toys,"What's your story? Your very own book making studio. Fact or fiction, poem or play, what will you create today? All you need to add is your imagination. Write and decorate, press and punch then bind your book! Bring your ideas to life with is clever unit.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/crafts/bookeez/p/177872
📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190816.0,26.0
XbzjK2KGJMc,"Look out! It's the Mega Mutant from the Teenage Mutant Ninja Turtle movie! Now, the turtles must face their ultimate challenge! Get ready for a shell-shocking showdown as they take on the malicious Mega Mutant in a battle that'll shake the very foundations of the city! Can you kick this? You and the turtles can!",Teenage Mutant Ninja Turtles Mutant Mayhem Mega Mutant Figure- Smyths Toys,"Based on the skyscraper-high sea creature seen in the film, this Teenage Mutant Ninja Turtles: Mayhem Mega Mutant figure is now yours to control! With his multi-animal abilities and a mouth full of oozy slime, does he have what it takes to destroy New York and take down the Ninja Turtles?

Shop here: https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/teenage-mutant-ninja-turtles/teenage-mutant-ninja-turtles-mutant-mayhem-mega-mutant-figure/p/222180

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #actionfigures #teenagemutant",20230911.0,24.0
ND9EcEbRb7k,"New from LEGO Chima, the wolves have stolen the magical chi, but the eagle is on their tail. You can build the awesome eagle interceptor, fly off, and stop the wolves, evade the rocket, swoop down, and get back the chi. The all-new Legends of Chima play sets from LEGO.",Smyths Toys LEGO Chima,Featuring LEGO Chima Eris Eagle Interceptor 70003 and LEGO Chima Wakz Pack Tracker 70004 available to buy separately online and instore at Smyths Toys.,20130115.0,30.0
uXM871tBG7w,"Make a wish. It's the magical world of Sparkle Girls. Sparkle Girls. Just imagine, the magic in you can make dreams come true. We sparkle every day. Sparkle Girls. And we really like to play. We're happy to be friends. Sparkle Girls. And never want the fun to end. So much sparkle and styling fun. Unlock the castle's magic to sparkle all day at an amazing value too. Sparkle Girls.",Sparkle Girlz Unicorn Princess 26.6cm Doll Assortment by ZURU- Smyths Toys,"Zuru Sparkle Girlz Super Sparkly Unicorn Princess doll is an adorable toy for kids on the go! 

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/sparkle-girlz/sparkle-girlz-unicorn-princess-26-6cm-doll-assortment-by-zuru/p/203030

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211203.0,35.0
UCOaRXGMTAo,I love you more than a sunny day. What a lovely day. Time to go to sleep.,Moon and Me Goodnight Pepi Nana Plush- Smyths Toys,"Close your eyes. Now don’t you peep!’ Pepi Nana and Little Nana are ready to go to sleep! Pre-school kids and toddlers over 18 months old can practise tucking their little plush toy friends into bed with this snuggly talking stuffed toy. Just squeeze the Pepi Nana doll to hear her say 12 signature sleepytime phrases and sing 1 song from the Moon and Me television series. Little Nana is attached to Pepi Nana’s dress and fits neatly in her pocket. The blanket also makes snuggle time oh- so-sweet for both these adorable friends. 
Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/moon-and-me/moon-and-me-goodnight-pepi-nana-plush/p/176710
📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190726.0,25.0
UXMd1ofWaog,"BFFs, let's furry friends your besties in a bag. BFFs, furry fashionistas in their super cute bags. Find your fave combo for a perfect match. Furry, jelly, medallion, funny tail, L and B, don't forget. Over 60 BFFs and bags to collect. BFFs, best furry friends forever.",BFF - Squad pack- Smyths Toys,"Best Furry Friends are your Bestie in a bag. Over 60 BFF’s and 20 bags to collect in series 1 (Each sold separately). Set includes 3 BFF’s, 2 bags and locket carrier.

Purchase product at Smyths Toys: https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/other-fashion-and-dolls/bff-squad-pack/p/168273",20180815.0,24.0
GO_khDvC7Ak,"Action and reaction, mind boggling fun! Enter the world of mechanics, gear up your skills with engineering of machines and develop thrilling adventures with Monster Truck. Science and play technologic from Clem and Tony.",Clementoni Science Museum Monster Truck - Smyths Toys,"This incredible technology laboratory helps you get closer to the world of mechanics and engineering as you build a powerful Monster Truck! This kit contains more than 200 components to be assembled, including: differential, rack-and-pinion steering and Cardan joint.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/science-tech-engineering-art-math-steam/science/clementoni-science-museum-monster-truck/p/189547

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201031.0,25.0
Y2TMhBLBqa0,"Become a star with Selfie Mike. Sing along. Party rock is in the house tonight. Record and create your very own music videos. Go selfie solo or be a super group. The Star Maker app features songs made famous by Ariana Grande, Taylor Swift, Justin Bieber and many more. Sing, selfie and share with family.",Smyths Toys -Selfie Mic,"Sing like a pro, create your own music videos and become a star with Selfie Mic!

Featuring an adjustable selfie stick with working microphone, earpiece and free app, Selfie Mic allows you to sing, lip sync and perform to thousands of your favourite songs and create music videos on your own or with friends.

Selfie Mic features a free bonus StarMaker app with 1,000 tokens to spend on your favourite tracks. Whether you’re a rock chic or pop diva, the StarMaKer app features songs made famous by Justin Bieber, Ariana Grande, Taylor Swift, Little Mix, Ed Sheeran and more - so there’s plenty to choose from.

Once you’ve chosen your song, you can select cool effects and filters – then you’re ready to record. Once you’ve recorded your Selfie Mic music video, you can share with family and friends. Are you ready to rock the mic?

Get it now at http://www.smythstoys.com/uk/en-gb/video-games-tablets/c-816/speakers-karaoke-dvd-players/p-18048/selfie-mic/",20160623.0,30.0
g7I542kEHw8,"Tate Machine Style Forever Make your own amazing tapes Decorate them with some stencils, stickers, or stamps Customize and give style to your accessories Tate Machine Style Forever by Canal Tote",Style 4 Eva Tape Machine - Smyths Toys,"Packed full of stickers, stamps, markers, stencils and 8 rolls of brightly coloured sticky tape, the Style 4 Ever Tape Machine Set includes everything you need to create your own personalised rolls of decorative tape. Create your own style, write messages, the possibilities are endless! You’ll soon be accessorizing all your belongings and sharing with friends. Two tape dispensers are also included to store your creations!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/other-arts-and-creativity/style-4-eva-tape-machine/p/166278

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180925.0,25.0
tk9maAJm85E,My Fairy Garden Magic beans and cress seeds just for you to sow Sprinkle them with water and watch them grow and grow Fairies care for nature and friends who come to play Some feed a unicorn and a bird that comes to stay Plants need water to help them grow and bloom And the fairies add the magic to brighten every room My Fairy Garden My Fairy Garden Available online and at all good toy stores My Fairy Garden My Fairy Garden Available online and at all good toy stores My Fairy Garden,Smyths Toys - My Fairy Garden Accessories,"My Fairy Garden Watering Can
This beautifully designed playset combines a functioning watering can and Fairy house in one. Fenn the fairy loves to water plants whilst playing on her swing. She also has tools to help tend the garden and after a hard day’s work she can sit on the bench in her home and watch the flowers grow. This kit is a lovely and imaginative stand-alone toy or a perfect companion for other ‘My Fairy Garden’ grow and play sets. (Each sold separately)
Buy Online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/fairies/my-fairy-garden-watering-can/p/157118
My Fairy Garden Unicorn & Friends
Unicorn & Friends is a charming playset with a beautiful new cloaked fairy (Elvie), a cute unicorn foal and their friend a little bluebird. Elvie feeds the unicorn foal and looks after him. The set comes with a small planter where the cress seeds (included) can be grown, which can also be used as a water trough for the foal. Join in the magic with Elvie the fairy, her unicorn foal and bluebird friend!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/fairies/my-fairy-garden-unicorn-and-friends/p/160916",20170908.0,36.0
LJe8tU5Gid0,"Here at Really Rad Robots, we build really rad robots! Like Yakbot, your back-chatting buddy! Speak to me, bro! He records! In a minute! Brush your teeth! In a minute! He warps your voice! Let's give Kevin one million dollars! He's got all the answers! Yakbot, will I make the team? Affirmative, dude! He entertains! Whoever smelt it, dealt it! Yakbot! Hardwired for fun! From Really Rad Robots! Each sold separately.",Really RAD Robots - Smyths Toys,"Play, prank, spy and command! MiBro repeats what you say and works as your undercover agent in stealth mode, so you can be just like a real spy. Use the controller to trigger funny sounds and phrases. Your robot partner in fun comes with awesome accessories so you can show of your ball skills, blast your enemies or use him to bring you things.

Purchase Really Rad Robots at Smyths Toys: 
https://www.smythstoys.com/uk/en-gb/search/?text=really+rad+robots

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #ReallyRADRobots",20180822.0,34.0
4F1TWHVHMyI,"Seal Stack! Get ready to turn yourself into a funny seal! Start the game! Match two fish to get a card! Show off your best skills while trying to stack the balls! Focus, balance, and try to stack the balls on your seal nose! Keep playing, but don't mess with the fish bones or you'll shuffle again! Test your abilities to see who can be the first to stack three balls and win the game. Seal Stack, the wild ball stacking game from Yulu.",Seal Stack Game- Smyths Toys,"Seal Stack game is the wild game that turns players into a Seal and challenges them to see how many balls they can stack on their Seal Nose. Be the first player in each round to find the fish that matches the beach ball, then balance the ball on your nose. First to balance 4 beach balls wins.
Buy online at https://www.smythstoys.com/ie/en-ie/toys/games-puzzles-and-books/board-games/board-games-only-at-smyths-toys/seal-stack-game/p/170589
📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190730.0,40.0
NofHVN9K938,What's happening in the city? Bim Bam! Bim Bam Bam! Bim Bam Bam! Shake your day! Bim Bam! Keep your boredom away! Bim Bam! Bim Bam! They bounce! They shake! They will drive you crazy! Bim Bam! Bim Bam Bam! Shake your w-,Smyths Toys - Bim Bim The Squirrel,"Meet Bim Bim the nutty squirrel! Give him a squeeze and he will start shaking and bouncing all over! Cute and cuddly this little guy will be your new best friend. Keep on bouncing Bim Bim…Hilarious fun.

Buy online at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-512/soft-toys/p-20012/bim-bim-the-squirrel/",20161102.0,25.0
iEOqD-kbisI,Our Generation Surprise Lunch Bags! Wow! The School Series! Rainbow! Love to Shimmer! Golden Hearts! Ooh! Dancing Fun! Glitter Glimmer! Colorful Hearts! Filled with Lunchtime Favorites! Find the Rare Special Surprise! Collect all six styles of Our Generation Surprise Lunch Bags! Find them all at...,Our Generation Mini Lunch Bag Assortment - Smyths Toys,"Buy online at - https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/our-generation/our-generation-outfits/our-generation-mini-lunch-bag-assortment/p/243071

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20250128.0,34.0
qduEY6MUMnk,Go big! Get MINIs! They're a whole new way to play with Thomas and friends. Experience high speed excitement with MINIs Motorized Raceway. Where MINIs trains deliver big action. Race them up and through a loop. Action packed multi-track. Upside down swooping spiral to the finish line. MINIs Motorized Raceway comes with exclusive Racing Thomas and Racing James.,Smyths Toys - Thomas & Friends Minis Motorised Track Set,"This colourful Thomas & Friends Minis Motorised Track Set is packed with action! Race upside down and do amazing turns with this fast- paced motorised track set featuring two of your favourite engines Thomas and James! Bring Thomas and James up the motorised lift that sends the engines up to a switch where you can decide which of the three routes they’ll race down! Will you send them down the waterfall track with a 360° loop, a blue and green I-beam track that goes through the waterfall or a steep yellow I-beam track? Cranky the Crane can also swing his arm and pick up the engines to help you get them started!

By online at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/thomas-the-tank-engine/c-464/thomas-preschool/p-18251/thomas-friends-minis-motorised-track-set/#

Shop our range at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/thomas-the-tank-engine/c-464/thomas-preschool/",20161018.0,25.0
X0ad9NvLPLg,"Subtitles by the Amara.org community You can collect all your favorites and new heroes. Heroes of Jujitsu, Dino X-Ray, from Kaito, Tohya,",Heroes of Goo Jit Zu Hero Pack - Smyths Toys,"Heroes of Goo Jit Zu are back to battle in the all-new Dino X-Ray Series! Thrash has returned and is ready for some bone busting action with the other pre-historic super squishy, stretchy heroes! Thrash has a new filling and he is super stretchy!

Buy Online Now 👉https://www.smythstoys.com/ie/en-ie/search/?text=heroes+of+goo+jit+zu+hero+pack

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20220209.0,35.0
2XjwFo_7tCg,"I said it was a beautiful goal. The ultimate FIFA experience, only on Xbox One. They said it was a beautiful goal.",Smyths Toys - FIFA 16 - Christmas Commercial - Messi & Agüero,"'Tis the Season to Play Beautiful. Watch Messi & Agüero in the FIFA 16 Christmas Commercial.

FIFA 16 is available on: PC, Xbox One, Xbox 360, PlayStation 4 & PlayStation 3",20151201.0,37.0
Dz5jnnzIUVk,this chunky lego technic formula off-roader is built for rugged driving there's also a cool winch that can get you out of trouble as well as four massive tires to tackle any obstacle there's a pullback motor to power it forward this great little model also features a roll cage to protect the driver and a row of lights across the top as well as an angled exhaust and as a finishing touch the bodywork has decals and a race number for even more action-packed play experience combine your model with the 42026 black champion racer to build a race truck with two pullback motors,Smyths Toys - LEGO Technic Desert Racer 42027,"This chunky Desert Racer is built for rugged driving. There is a pull- back motor to power it forward as well as 4 massive tires to tackle any obstacle. This great little model also features a roll-cage to protect the driver and a row of lights across the top. There’s also a cool winch to get it out of tough spots as well as an angled exhaust and, as a finishing touch, the bodywork has decals and a race number. For an even more action-packed play experience, combine your model with 42026 Black Champion Racer to create a Race Truck with 2 pull- back motors!
Get it at http://www.smythstoys.com/uk/en-gb/toys/lego-bricks/c-777/lego-technic/p-5354/lego-technic-desert-racer-42027/",20150717.0,45.0
qcgip8mvyIM,"The Speed Cyclone Pro 360 RC car. Extreme action with massive inflatable tires. Race against your friends. 360 degree flipping, spinning and jumping action. Nothing can get in its way. Race across tough terrain with spectacular stunts. The Speed Cyclone Pro 360 RC car.",Remote Control Speed Cyclone Stunt Car - Smyths Toys,"Perform epic stunts with the Speed Cyclone remote control car. This action-packed stunt car has oversized wheels made for 360⁰ spins, jumps and flips. Nothing can get in its way.

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #remotecar",20230511.0,20.0
